OBEC,OKRES,KRAJ
Tuřany,Kladno,"Středočeský kraj"
Tuřice,"Mladá Boleslav","Středočeský kraj"
Tuř,Jičín,"Královéhradecký kraj"
Turkovice,Pardubice,"Pardubický kraj"
Turnov,Semily,"Liberecký kraj"
Turovec,Tábor,"Jihočeský kraj"
Turovice,Přerov,"Olomoucký kraj"
Tursko,Praha-západ,"Středočeský kraj"
Tušovice,Příbram,"Středočeský kraj"
Tutleky,"Rychnov nad Kněžnou","Královéhradecký kraj"
Tužice,Klatovy,"Plzeňský kraj"
Tvarožná,Brno-venkov,"Jihomoravský kraj"
"Tvarožná Lhota",Hodonín,"Jihomoravský kraj"
Tvořihráz,Znojmo,"Jihomoravský kraj"
Tvorovice,Prostějov,"Olomoucký kraj"
Tvrdkov,Bruntál,"Moravskoslezský kraj"
Tvrdonice,Břeclav,"Jihomoravský kraj"
Tvrzice,Prachatice,"Jihočeský kraj"
Týček,Rokycany,"Plzeňský kraj"
Tymákov,Plzeň-město,"Plzeňský kraj"
Týnec,Břeclav,"Jihomoravský kraj"
Týnec,Klatovy,"Plzeňský kraj"
"Týnec nad Labem",Kolín,"Středočeský kraj"
"Týnec nad Sázavou",Benešov,"Středočeský kraj"
"Týniště nad Orlicí","Rychnov nad Kněžnou","Královéhradecký kraj"
Týniště,Plzeň-jih,"Plzeňský kraj"
Týnišťko,"Ústí nad Orlicí","Pardubický kraj"
"Týn nad Bečvou",Přerov,"Olomoucký kraj"
"Týn nad Vltavou","České Budějovice","Jihočeský kraj"
Úbislavice,Jičín,"Královéhradecký kraj"
Ublo,Zlín,"Zlínský kraj"
Úboč,Domažlice,"Plzeňský kraj"
Ubušínek,"Žďár nad Sázavou",Vysočina
Údlice,Chomutov,"Ústecký kraj"
Údrnice,Jičín,"Královéhradecký kraj"
Uhelná,Jeseník,"Olomoucký kraj"
"Uhelná Příbram","Havlíčkův Brod",Vysočina
Úherce,Louny,"Ústecký kraj"
Úherce,Plzeň-sever,"Plzeňský kraj"
Uherčice,Břeclav,"Jihomoravský kraj"
Úherčice,Chrudim,"Pardubický kraj"
Uherčice,Znojmo,"Jihomoravský kraj"
"Uherské Hradiště","Uherské Hradiště","Zlínský kraj"
Uhersko,Pardubice,"Pardubický kraj"
"Uherský Brod","Uherské Hradiště","Zlínský kraj"
"Uherský Ostroh","Uherské Hradiště","Zlínský kraj"
Úhlejov,Jičín,"Královéhradecký kraj"
Uhlířov,Opava,"Moravskoslezský kraj"
"Uhlířská Lhota",Kolín,"Středočeský kraj"
"Uhlířské Janovice","Kutná Hora","Středočeský kraj"
Úholičky,Praha-západ,"Středočeský kraj"
Úhonice,Praha-západ,"Středočeský kraj"
Úhořilka,"Havlíčkův Brod",Vysočina
Úhřetice,Chrudim,"Pardubický kraj"
"Úhřetická Lhota",Pardubice,"Pardubický kraj"
Uhřice,Blansko,"Jihomoravský kraj"
Uhřice,Hodonín,"Jihomoravský kraj"
Uhřice,Kroměříž,"Zlínský kraj"
Uhřice,Vyškov,"Jihomoravský kraj"
Uhřičice,Přerov,"Olomoucký kraj"
Uhřínov,"Žďár nad Sázavou",Vysočina
Uhy,Kladno,"Středočeský kraj"
Ujčov,"Žďár nad Sázavou",Vysočina
Újezd,Beroun,"Středočeský kraj"
Újezd,Domažlice,"Plzeňský kraj"
Újezdeček,Teplice,"Ústecký kraj"
Újezdec,"Jindřichův Hradec","Jihočeský kraj"
Újezdec,Mělník,"Středočeský kraj"
Újezdec,Prachatice,"Jihočeský kraj"
Újezdec,Svitavy,"Pardubický kraj"
Újezdec,"Uherské Hradiště","Zlínský kraj"
"Újezd nade Mží",Plzeň-sever,"Plzeňský kraj"
Újezd,Olomouc,"Olomoucký kraj"
"Újezd pod Troskami",Jičín,"Královéhradecký kraj"
"Újezd u Boskovic",Blansko,"Jihomoravský kraj"
"Újezd u Brna",Brno-venkov,"Jihomoravský kraj"
"Újezd u Černé Hory",Blansko,"Jihomoravský kraj"
"Újezd u Chocně","Ústí nad Orlicí","Pardubický kraj"
"Újezd u Plánice",Klatovy,"Plzeňský kraj"
"Újezd u Přelouče",Pardubice,"Pardubický kraj"
"Újezd u Rosic",Brno-venkov,"Jihomoravský kraj"
"Újezd u Sezemic",Pardubice,"Pardubický kraj"
"Újezd u Svatého Kříže",Rokycany,"Plzeňský kraj"
"Újezd u Tišnova",Brno-venkov,"Jihomoravský kraj"
Újezd,"Žďár nad Sázavou",Vysočina
Újezd,Zlín,"Zlínský kraj"
Újezd,Znojmo,"Jihomoravský kraj"
Ujkovice,"Mladá Boleslav","Středočeský kraj"
Úlehle,Strakonice,"Jihočeský kraj"
Úlibice,Jičín,"Královéhradecký kraj"
Úlice,Plzeň-sever,"Plzeňský kraj"
Úmonín,"Kutná Hora","Středočeský kraj"
Úmyslovice,Nymburk,"Středočeský kraj"
Únanov,Znojmo,"Jihomoravský kraj"
Unčín,"Žďár nad Sázavou",Vysočina
Únehle,Tachov,"Plzeňský kraj"
Únějovice,Domažlice,"Plzeňský kraj"
Úněšov,Plzeň-sever,"Plzeňský kraj"
Únětice,Plzeň-jih,"Plzeňský kraj"
Únětice,Praha-západ,"Středočeský kraj"
Unhošť,Kladno,"Středočeský kraj"
Únice,Strakonice,"Jihočeský kraj"
Uničov,Olomouc,"Olomoucký kraj"
Unín,Brno-venkov,"Jihomoravský kraj"
Unkovice,Brno-venkov,"Jihomoravský kraj"
Úpice,Trutnov,"Královéhradecký kraj"
Úpohlavy,Litoměřice,"Ústecký kraj"
Urbanice,"Hradec Králové","Královéhradecký kraj"
Urbanice,Pardubice,"Pardubický kraj"
Urbanov,Jihlava,Vysočina
Určice,Prostějov,"Olomoucký kraj"
Úsilné,"České Budějovice","Jihočeský kraj"
Úsilov,Domažlice,"Plzeňský kraj"
Úsobí,"Havlíčkův Brod",Vysočina
Úsobrno,Blansko,"Jihomoravský kraj"
Úsov,Šumperk,"Olomoucký kraj"
Úštěk,Litoměřice,"Ústecký kraj"
Ústí,Jihlava,Vysočina
"Ústí nad Labem","Ústí nad Labem","Ústecký kraj"
"Ústí nad Orlicí","Ústí nad Orlicí","Pardubický kraj"
Ústín,Olomouc,"Olomoucký kraj"
Ústí,Přerov,"Olomoucký kraj"
Ústí,Vsetín,"Zlínský kraj"
Ústrašice,Tábor,"Jihočeský kraj"
Ústrašín,Pelhřimov,Vysočina
Ústup,Blansko,"Jihomoravský kraj"
Úsuší,Brno-venkov,"Jihomoravský kraj"
Útěchovice,Pelhřimov,Vysočina
"Útěchovice pod Stražištěm",Pelhřimov,Vysočina
Útěchovičky,Pelhřimov,Vysočina
Útěchov,Svitavy,"Pardubický kraj"
Úterý,Plzeň-sever,"Plzeňský kraj"
Útušice,Plzeň-jih,"Plzeňský kraj"
Útvina,"Karlovy Vary","Karlovarský kraj"
Úvalno,Bruntál,"Moravskoslezský kraj"
Úvaly,Praha-východ,"Středočeský kraj"
Uzenice,Strakonice,"Jihočeský kraj"
Uzeničky,Strakonice,"Jihočeský kraj"
Úžice,"Kutná Hora","Středočeský kraj"
Úžice,Mělník,"Středočeský kraj"
Vacenovice,Hodonín,"Jihomoravský kraj"
Václavice,Benešov,"Středočeský kraj"
Václavovice,Ostrava-město,"Moravskoslezský kraj"
"Václavov u Bruntálu",Bruntál,"Moravskoslezský kraj"
Václavy,Rakovník,"Středočeský kraj"
Vacovice,Strakonice,"Jihočeský kraj"
Vacov,Prachatice,"Jihočeský kraj"
"Valašská Bystřice",Vsetín,"Zlínský kraj"
"Valašská Polanka",Vsetín,"Zlínský kraj"
"Valašská Senice",Vsetín,"Zlínský kraj"
"Valašské Klobouky",Zlín,"Zlínský kraj"
"Valašské Meziříčí",Vsetín,"Zlínský kraj"
"Valašské Příkazy",Vsetín,"Zlínský kraj"
Valchov,Blansko,"Jihomoravský kraj"
Valdice,Jičín,"Královéhradecký kraj"
Valdíkov,Třebíč,Vysočina
Valeč,"Karlovy Vary","Karlovarský kraj"
Valeč,Třebíč,Vysočina
Valkeřice,Děčín,"Ústecký kraj"
Val,"Rychnov nad Kněžnou","Královéhradecký kraj"
Valšov,Bruntál,"Moravskoslezský kraj"
Val,Tábor,"Jihočeský kraj"
Valtice,Břeclav,"Jihomoravský kraj"
Valtrovice,Znojmo,"Jihomoravský kraj"
Valy,Cheb,"Karlovarský kraj"
Valy,Pardubice,"Pardubický kraj"
Vamberk,"Rychnov nad Kněžnou","Královéhradecký kraj"
Vanovice,Blansko,"Jihomoravský kraj"
Vanov,Jihlava,Vysočina
Vanůvek,Jihlava,Vysočina
Vápenice,"Uherské Hradiště","Zlínský kraj"
Vápenná,Jeseník,"Olomoucký kraj"
"Vápenný Podol",Chrudim,"Pardubický kraj"
Vápno,Pardubice,"Pardubický kraj"
Vápovice,Jihlava,Vysočina
Varnsdorf,Děčín,"Ústecký kraj"
Varvažov,Písek,"Jihočeský kraj"
Vatín,"Žďár nad Sázavou",Vysočina
Vavřinec,Blansko,"Jihomoravský kraj"
Vavřinec,"Kutná Hora","Středočeský kraj"
Vážany,Blansko,"Jihomoravský kraj"
"Vážany nad Litavou",Vyškov,"Jihomoravský kraj"
Vážany,"Uherské Hradiště","Zlínský kraj"
Vážany,Vyškov,"Jihomoravský kraj"
Včelákov,Chrudim,"Pardubický kraj"
Včelná,"České Budějovice","Jihočeský kraj"
Včelnička,Pelhřimov,Vysočina
Vchynice,Litoměřice,"Ústecký kraj"
Věchnov,"Žďár nad Sázavou",Vysočina
Věcov,"Žďár nad Sázavou",Vysočina
Vědomice,Litoměřice,"Ústecký kraj"
Vedrovice,Znojmo,"Jihomoravský kraj"
Vejprnice,Plzeň-sever,"Plzeňský kraj"
Vejprty,Chomutov,"Ústecký kraj"
Vejvanovice,Chrudim,"Pardubický kraj"
Vejvanov,Rokycany,"Plzeňský kraj"
Velatice,Brno-venkov,"Jihomoravský kraj"
Velečín,Plzeň-sever,"Plzeňský kraj"
Velehrad,"Uherské Hradiště","Zlínský kraj"
Velemín,Litoměřice,"Ústecký kraj"
Velemyšleves,Louny,"Ústecký kraj"
Velenice,"Česká Lípa","Liberecký kraj"
Velenice,Nymburk,"Středočeský kraj"
Velenka,Nymburk,"Středočeský kraj"
Velenov,Blansko,"Jihomoravský kraj"
Veleň,Praha-východ,"Středočeský kraj"
Velešín,"Český Krumlov","Jihočeský kraj"
Velešovice,Vyškov,"Jihomoravský kraj"
Veletiny,"Uherské Hradiště","Zlínský kraj"
Veletov,Kolín,"Středočeský kraj"
Velhartice,Klatovy,"Plzeňský kraj"
Velichov,"Karlovy Vary","Karlovarský kraj"
Velichovky,Náchod,"Královéhradecký kraj"
"Veliká Ves",Chomutov,"Ústecký kraj"
"Veliká Ves",Praha-východ,"Středočeský kraj"
Velim,Kolín,"Středočeský kraj"
Veliny,Pardubice,"Pardubický kraj"
Veliš,Benešov,"Středočeský kraj"
Veliš,Jičín,"Královéhradecký kraj"
"Velká Bíteš","Žďár nad Sázavou",Vysočina
"Velká Buková",Rakovník,"Středočeský kraj"
"Velká Bukovina",Děčín,"Ústecký kraj"
"Velká Bystřice",Olomouc,"Olomoucký kraj"
"Velká Chmelištná",Rakovník,"Středočeský kraj"
"Velká Chyška",Pelhřimov,Vysočina
"Velká Dobrá",Kladno,"Středočeský kraj"
"Velká Hleďsebe",Cheb,"Karlovarský kraj"
"Velká Jesenice",Náchod,"Královéhradecký kraj"
"Velká Kraš",Jeseník,"Olomoucký kraj"
"Velká Lečice",Příbram,"Středočeský kraj"
"Velká Lhota",Vsetín,"Zlínský kraj"
"Velká Losenice","Žďár nad Sázavou",Vysočina
"Velká nad Veličkou",Hodonín,"Jihomoravský kraj"
"Velká Polom",Ostrava-město,"Moravskoslezský kraj"
"Velká Skrovnice","Ústí nad Orlicí","Pardubický kraj"
"Velká Štáhle",Bruntál,"Moravskoslezský kraj"
"Velká Turná",Strakonice,"Jihočeský kraj"
"Velké Albrechtice","Nový Jičín","Moravskoslezský kraj"
"Velké Bílovice",Břeclav,"Jihomoravský kraj"
"Velké Březno","Ústí nad Labem","Ústecký kraj"
"Velké Chvojno","Ústí nad Labem","Ústecký kraj"
"Velké Hamry","Jablonec nad Nisou","Liberecký kraj"
"Velké Heraltice",Opava,"Moravskoslezský kraj"
"Velké Hostěrádky",Břeclav,"Jihomoravský kraj"
"Velké Hoštice",Opava,"Moravskoslezský kraj"
"Velké Hydčice",Klatovy,"Plzeňský kraj"
"Velké Janovice","Žďár nad Sázavou",Vysočina
"Velké Karlovice",Vsetín,"Zlínský kraj"
"Velké Kunětice",Jeseník,"Olomoucký kraj"
"Velké Losiny",Šumperk,"Olomoucký kraj"
"Velké Meziříčí","Žďár nad Sázavou",Vysočina
"Velké Němčice",Břeclav,"Jihomoravský kraj"
"Velké Opatovice",Blansko,"Jihomoravský kraj"
"Velké Pavlovice",Břeclav,"Jihomoravský kraj"
"Velké Petrovice",Náchod,"Královéhradecký kraj"
"Velké Popovice",Praha-východ,"Středočeský kraj"
"Velké Poříčí",Náchod,"Královéhradecký kraj"
"Velké Přílepy",Praha-západ,"Středočeský kraj"
"Velké Přítočno",Kladno,"Středočeský kraj"
"Velké Svatoňovice",Trutnov,"Královéhradecký kraj"
"Velké Tresné","Žďár nad Sázavou",Vysočina
"Velké Všelisy","Mladá Boleslav","Středočeský kraj"
"Velké Žernoseky",Litoměřice,"Ústecký kraj"
"Velký Beranov",Jihlava,Vysočina
"Velký Borek",Mělník,"Středočeský kraj"
"Velký Bor",Klatovy,"Plzeňský kraj"
"Velký Chlumec",Beroun,"Středočeský kraj"
"Velký Karlov",Znojmo,"Jihomoravský kraj"
"Velký Luh",Cheb,"Karlovarský kraj"
"Velký Malahov",Domažlice,"Plzeňský kraj"
"Velký Ořechov",Zlín,"Zlínský kraj"
"Velký Osek",Kolín,"Středočeský kraj"
"Velký Ratmírov","Jindřichův Hradec","Jihočeský kraj"
"Velký Rybník",Pelhřimov,Vysočina
"Velký Šenov",Děčín,"Ústecký kraj"
"Velký Třebešov",Náchod,"Královéhradecký kraj"
"Velký Týnec",Olomouc,"Olomoucký kraj"
"Velký Újezd",Olomouc,"Olomoucký kraj"
"Velký Valtinov","Česká Lípa","Liberecký kraj"
"Velký Vřešťov",Trutnov,"Královéhradecký kraj"
Vělopolí,Frýdek-Místek,"Moravskoslezský kraj"
Veltěže,Louny,"Ústecký kraj"
Veltruby,Kolín,"Středočeský kraj"
Veltrusy,Mělník,"Středočeský kraj"
Velvary,Kladno,"Středočeský kraj"
Vémyslice,Znojmo,"Jihomoravský kraj"
Vendolí,Svitavy,"Pardubický kraj"
Vendryně,Frýdek-Místek,"Moravskoslezský kraj"
Vepříkov,"Havlíčkův Brod",Vysočina
Vepřová,"Žďár nad Sázavou",Vysočina
Verměřovice,"Ústí nad Orlicí","Pardubický kraj"
Verneřice,Děčín,"Ústecký kraj"
Vernéřovice,Náchod,"Královéhradecký kraj"
Vernířovice,Šumperk,"Olomoucký kraj"
Věrovany,Olomouc,"Olomoucký kraj"
Veřovice,"Nový Jičín","Moravskoslezský kraj"
Verušičky,"Karlovy Vary","Karlovarský kraj"
Vesce,Tábor,"Jihočeský kraj"
Veselá,Pelhřimov,Vysočina
Veselá,Rokycany,"Plzeňský kraj"
Veselá,Semily,"Liberecký kraj"
Veselá,Zlín,"Zlínský kraj"
Veselé,Děčín,"Ústecký kraj"
Veselice,"Mladá Boleslav","Středočeský kraj"
Veselíčko,Písek,"Jihočeský kraj"
Veselíčko,Přerov,"Olomoucký kraj"
"Veselí nad Lužnicí",Tábor,"Jihočeský kraj"
"Veselí nad  Moravou",Hodonín,"Jihomoravský kraj"
Veselí,Pardubice,"Pardubický kraj"
"Veselý Žďár","Havlíčkův Brod",Vysočina
Věšín,Příbram,"Středočeský kraj"
